player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Kyle Alexander,68,Canada,Miami Heat,Rim Protector,PF,C,208,97,17,0,Tennessee,523,1,57,68,63,42,55,71,35,69,2212,62,68,64,66,50,30,54,52,60,68,85,75,82,66,80,70,56,59,57,37,75,44,50,42,46,30,59,32,60,80,56,65,57,30,71,70,Current
Gabe Vincent,67,United States,Miami Heat,3PT Specialist,SG,PG,191,90,2,0,UC Santa Barbara,533,1,70,69,43,60,49,40,40,74,2137,68,75,83,83,60,50,73,73,40,66,85,66,82,66,25,45,26,32,26,44,80,59,70,70,57,44,37,60,49,40,62,60,57,30,36,44,Current
Giannis Antetokounmpo,97,Greece,Milwaukee Bucks,2-Way Slashing Playmaker,PF,C,211,109,34,7,Greece,2,53,84,91,88,86,83,88,55,98,3275,90,84,73,63,98,98,90,87,90,85,98,95,91,98,85,91,79,74,88,97,95,84,87,86,95,78,87,95,43,68,95,96,88,95,79,97,Current
Khris Middleton,86,United States,Milwaukee Bucks,2-Way 3-Level Scorer,SF,SG,201,100,22,8,Texas A&M,34,571,91,76,67,73,70,53,50,87,2787,91,97,87,91,97,85,71,72,60,66,92,84,90,84,40,65,49,64,83,65,84,78,77,71,70,70,72,85,42,35,85,83,80,80,37,68,Current
Eric Bledsoe,83,United States,Milwaukee Bucks,2-Way Slasher,PG,-,185,92,6,0,Kentucky,60,751,77,81,52,82,75,49,50,84,2686,72,81,78,81,80,70,85,86,55,88,95,80,81,88,25,70,25,40,28,50,88,80,86,85,84,74,59,91,46,53,91,88,82,90,38,59,Current
Brook Lopez,82,United States,Milwaukee Bucks,Interior Force,C,-,213,122,11,2,Stanford,66,788,79,64,77,41,73,56,98,84,2617,90,77,73,81,70,80,25,25,86,60,92,80,79,70,80,65,86,80,82,72,80,35,35,25,78,34,92,45,40,95,60,93,69,90,49,62,Current
Donte DiVincenzo,77,United States,Milwaukee Bucks,2-Way Mid-Range Shooter,SG,PG,193,91,0,2,Villanova,151,1,65,81,54,73,76,56,25,81,2576,50,82,76,77,60,45,89,89,35,95,90,85,81,79,25,75,28,45,38,60,78,79,79,81,75,51,58,82,83,51,85,84,88,80,47,65,Current
George Hill,77,United States,Milwaukee Bucks,Deep-Range Shot Creator,PG,SG,191,85,3,2,IUPUI,159,1,78,77,53,77,62,47,75,78,2557,56,77,88,83,85,80,76,78,52,88,92,74,79,79,25,45,33,61,38,50,90,78,86,76,80,67,48,75,49,32,78,73,70,70,46,47,Current
Ersan Ilyasova,76,Turkey,Milwaukee Bucks,Stretch Four,PF,C,206,106,7,5,Turkey,213,1,75,64,61,47,57,71,70,76,2366,76,75,81,83,70,65,42,55,62,45,80,95,69,71,55,55,50,70,70,50,69,55,58,26,64,33,69,51,40,53,42,74,70,55,60,82,Current
Wesley Matthews,75,United States,Milwaukee Bucks,3PT Specialist,SG,SF,193,99,9,1,Marquette,225,1,71,74,64,65,62,39,85,79,2519,71,68,80,76,82,50,70,75,55,70,85,80,84,78,45,50,63,65,65,60,85,72,75,68,77,34,38,78,38,37,79,75,79,70,32,46,Current
Marvin Williams,74,United States,Milwaukee Bucks,Stretch Four,PF,C,203,107,20,5,North Carolina,270,1,78,72,65,56,59,48,60,77,2469,90,69,80,87,80,60,73,64,68,62,83,77,75,70,50,66,70,73,65,50,74,55,69,50,70,35,62,49,49,63,57,67,65,60,35,60,Current
Robin Lopez,73,United States,Milwaukee Bucks,Interior Finisher,C,-,213,124,42,2,Stanford,304,1,73,63,72,38,59,53,60,77,2366,91,75,76,54,70,70,25,25,75,57,85,95,82,78,75,60,91,55,77,53,88,30,35,25,69,32,70,55,31,80,25,80,64,70,56,50,Current
Kyle Korver,73,United States,Milwaukee Bucks,Sharpshooter,SF,SG,201,95,26,7,Creighton,307,1,80,60,43,55,52,42,40,77,2135,70,91,85,87,75,70,45,54,36,57,80,70,81,70,25,25,28,60,32,37,70,68,65,32,70,38,47,60,40,52,65,50,64,35,34,50,Current
Pat Connaughton,73,United States,Milwaukee Bucks,Slasher,SG,SF,196,94,24,5,Notre Dame,310,1,78,75,52,63,49,59,85,76,2397,84,68,75,72,95,75,77,78,30,95,80,84,83,77,30,86,35,34,30,54,68,66,73,65,69,41,35,64,35,62,74,50,44,30,51,67,Current
Sterling Brown,71,United States,Milwaukee Bucks,3PT Shooter,SF,SG,196,104,23,3,SMU,417,1,67,69,54,60,55,60,80,74,2327,65,60,74,74,85,45,70,71,54,65,81,65,79,66,40,70,50,51,45,32,74,75,70,58,60,37,37,69,43,47,74,58,64,45,47,73,Current
D.J. Wilson,70,United States,Milwaukee Bucks,Interior Finisher,PF,C,208,104,5,3,Michigan,453,1,65,71,62,58,52,59,55,74,2339,83,70,64,55,68,50,63,64,63,62,83,90,75,70,50,66,69,65,55,50,74,60,69,56,65,40,60,37,38,56,67,66,50,40,43,74,Current
Thanasis Antetokounmpo,70,Greece,Milwaukee Bucks,Athletic Finisher,SF,SG,198,97,43,6,Greece,460,1,57,74,55,56,51,47,85,72,2236,68,60,66,62,52,35,77,75,42,82,80,75,87,69,40,85,33,40,30,78,64,54,60,69,55,41,42,59,70,51,60,44,40,40,53,41,Current
Frank Mason III,69,United States,Milwaukee Bucks,Mid-Range Shot Creator,PG,-,180,86,15,3,Kansas,480,1,73,77,47,77,50,40,35,73,2331,84,85,62,68,85,55,84,84,35,87,84,80,83,79,25,30,29,50,32,54,80,74,81,84,74,73,28,60,49,45,70,51,55,45,32,47,Current
Cameron Reynolds,69,United States,Milwaukee Bucks,3PT Specialist,SG,SF,201,101,13,1,Tulane,493,1,66,69,57,52,52,43,80,69,2244,71,72,83,77,50,40,63,64,60,70,80,60,86,67,50,65,52,53,57,45,69,57,62,53,55,33,60,62,38,42,63,60,55,35,33,53,Current
Karl-Anthony Towns,90,Dominican Republic  /  United States,Minnesota Timberwolves,Inside-Out Scorer,C,-,211,112,32,5,Kentucky,13,316,88,83,88,68,60,79,98,91,2985,86,78,85,80,98,98,76,76,87,70,98,95,82,85,95,75,86,84,89,94,98,60,65,66,79,71,69,50,41,68,61,79,60,55,70,87,Current
D’Angelo Russell,84,United States,Minnesota Timberwolves,Offensive Threat,PG,SG,193,89,0,5,Ohio State,50,698,86,75,58,83,55,44,65,87,2606,82,94,82,81,90,85,81,81,54,71,93,65,83,89,25,45,35,55,60,75,81,82,86,81,88,80,40,64,46,45,75,59,79,35,31,56,Current
Malik Beasley,77,United States,Minnesota Timberwolves,Sharpshooter,SG,SF,193,88,5,4,Florida State,154,1,81,77,65,58,54,44,85,79,2515,55,84,82,82,95,85,75,75,55,79,85,85,84,85,45,78,63,65,41,65,76,60,76,68,49,38,48,66,46,40,75,60,54,45,33,54,Current
James Johnson,76,United States,Minnesota Timberwolves,Inside-Out Scorer,PF,C,201,108,16,1,Wake Forest,212,1,72,75,69,72,68,56,70,76,2671,82,60,81,65,85,60,67,55,80,72,84,84,83,84,60,75,59,63,73,61,78,75,74,60,82,67,69,69,56,82,74,74,55,65,46,66,Current
Jarrett Culver,74,United States,Minnesota Timberwolves,3-Level Scorer,SG,PG,198,87,23,1,Texas Tech,260,1,62,81,64,69,62,49,50,82,2522,60,75,72,46,65,55,81,83,57,88,95,85,80,74,55,75,40,55,57,69,85,70,77,80,76,42,52,70,53,61,75,74,65,45,48,50,Current
Josh Okogie,74,Nigeria,Minnesota Timberwolves,Perimeter Lockdown,SF,SG,193,95,20,2,Georgia Tech,263,1,61,80,47,65,71,55,40,79,2422,66,69,66,80,50,35,96,90,46,92,80,75,82,70,30,75,30,32,28,40,70,69,76,81,62,37,50,81,59,53,83,81,84,75,53,57,Current
Juan Hernangomez,74,Spain,Minnesota Timberwolves,Stretch Four,PF,SF,206,104,41,4,Spain,268,1,63,71,64,52,56,65,90,77,2392,30,68,78,62,92,50,62,62,60,70,80,80,83,68,60,70,70,68,63,42,72,55,64,47,62,32,64,64,38,50,66,62,47,55,52,77,Current
Omari Spellman,74,United States,Minnesota Timberwolves,Stretch Five,C,PF,203,110,14,2,Villanova,274,1,79,74,72,38,57,69,70,76,2496,75,74,83,79,85,75,54,52,84,80,84,85,80,70,85,65,70,66,69,72,80,32,39,35,50,35,72,48,53,63,53,72,54,40,67,70,Current
Jordan McLaughlin,74,United States,Minnesota Timberwolves,Deep-Range Shot Creator,PG,SG,180,77,6,1,Southern California,284,1,79,72,47,79,57,38,75,75,2430,82,74,82,67,95,75,72,72,52,74,80,70,83,81,25,65,25,25,25,59,70,83,84,70,80,76,25,68,80,40,70,52,74,50,31,44,Current
Jake Layman,73,United States,Minnesota Timberwolves,Shooter,SF,PF,203,97,10,4,Maryland,314,1,74,73,54,55,58,44,70,76,2358,68,78,76,70,94,55,68,65,57,84,80,81,79,64,50,60,49,45,54,56,55,65,68,60,52,29,60,66,46,56,72,56,62,45,41,46,Current
Evan Turner,73,United States,Minnesota Timberwolves,Mid-Interior Playmaker,SF,PG,198,99,1,0,Ohio State,327,1,65,74,58,71,64,50,60,75,2468,69,80,57,71,70,40,74,70,60,70,82,80,85,80,40,63,31,52,50,54,90,70,76,71,70,70,54,74,49,67,75,70,55,65,41,58,Current
Naz Reid,72,United States,Minnesota Timberwolves,Inside-Out Scorer,C,PF,206,115,11,1,LSU,350,1,71,71,63,55,62,68,85,78,2490,70,70,76,70,78,60,50,49,80,70,82,85,80,72,65,65,60,58,60,58,68,59,58,49,65,42,77,54,53,76,54,64,59,55,60,76,Current
Jaylen Nowell,71,United States,Minnesota Timberwolves,Shot Creator,SG,PG,193,91,4,1,Washington,406,1,66,75,49,70,48,39,95,75,2294,69,76,70,78,65,40,81,80,39,79,85,80,80,68,25,65,27,40,38,48,78,64,75,77,68,66,29,60,36,40,67,55,58,40,35,43,Current
Jacob Evans III,71,United States,Minnesota Timberwolves,3-Level Scorer,SG,PG,193,95,12,2,Cincinnati,411,1,72,80,61,67,64,41,40,75,2520,66,73,76,86,80,50,80,76,68,69,85,93,88,74,45,65,57,60,51,54,80,65,75,71,83,42,50,73,41,66,78,68,75,60,36,46,Current
Jarred Vanderbilt,70,United States,Minnesota Timberwolves,Finisher,PF,SF,206,96,3,2,Kentucky,445,1,53,73,59,52,62,70,50,76,2324,63,59,50,60,50,35,75,76,70,80,75,55,78,73,70,75,40,32,50,50,85,60,65,65,38,31,58,58,69,62,70,68,68,45,70,70,Current
Kelan Martin,69,United States,Minnesota Timberwolves,Mid-Range Finisher,SF,SG,196,106,30,1,Butler,485,1,68,66,49,56,52,55,70,71,2210,86,73,64,78,56,50,57,59,44,67,80,70,83,72,40,60,32,47,39,40,65,65,66,53,62,33,40,69,33,55,72,68,37,45,37,72,Current
Zion Williamson,86,United States,New Orleans Pelicans,Slashing Four,PF,C,198,128,1,1,Duke,29,547,78,88,85,67,61,66,75,95,2892,77,62,75,65,95,95,86,86,86,99,90,90,80,90,95,97,69,69,88,89,85,65,78,74,72,48,73,64,41,52,76,64,70,45,71,61,Current
Brandon Ingram,86,United States,New Orleans Pelicans,Floor-Spacing Slasher,SF,PF,201,86,14,4,Duke,30,561,88,75,74,75,60,53,90,88,2787,82,79,83,86,98,98,71,78,42,77,95,80,85,82,65,84,64,76,75,68,80,75,85,70,75,69,61,69,41,56,72,75,68,40,38,67,Current
Jrue Holiday,83,United States,New Orleans Pelicans,2-Way Tempo Pusher,SG,PG,191,92,11,1,UCLA,57,745,69,76,55,78,80,48,30,86,2625,80,61,79,70,60,65,79,83,49,68,90,86,80,80,25,65,30,72,40,44,81,75,86,79,74,74,44,94,70,58,96,89,93,95,43,52,Current
J.J. Redick,78,United States,New Orleans Pelicans,Sharpshooter,SG,SG,191,90,4,4,Duke,128,957,86,66,47,60,51,39,70,79,2287,56,87,90,90,96,95,61,65,27,63,88,80,81,74,25,25,25,50,25,70,80,70,70,49,70,42,35,68,32,37,65,63,62,45,28,49,Current
Lonzo Ball,77,United States,New Orleans Pelicans,2-Way 3PT Playmaker,PG,-,198,86,2,3,UCLA,146,994,59,77,54,84,75,55,40,84,2585,62,56,80,57,65,35,85,85,52,80,88,70,80,74,30,75,35,44,40,50,84,88,86,85,89,74,60,86,59,53,86,84,90,85,42,67,Current
Derrick Favors,77,United States,New Orleans Pelicans,Glass-Cleaning Finisher,C,PF,206,119,22,0,Georgia Tech,165,1,66,73,72,48,61,90,25,78,2499,92,79,52,58,65,50,65,55,85,76,80,70,80,78,85,70,77,72,77,50,70,40,50,41,69,39,75,63,38,73,62,70,45,65,90,90,Current
Jaxson Hayes,76,United States,New Orleans Pelicans,Interior Big,C,-,211,99,10,1,Texas,175,1,70,74,71,36,63,66,98,82,2500,74,68,54,63,82,80,58,60,72,75,80,95,80,71,85,80,68,54,65,52,90,29,38,41,40,34,79,48,38,82,64,79,45,65,67,65,Current
Jahlil Okafor,76,United States,New Orleans Pelicans,Mid-Range Finisher,C,-,208,124,9,5,Duke,206,1,71,71,79,52,50,74,80,76,2512,85,82,28,64,84,85,48,45,87,60,85,85,84,77,90,60,78,72,80,85,87,60,42,42,68,48,66,33,35,76,43,62,48,35,77,70,Current
Josh Hart,75,United States,New Orleans Pelicans,Slasher,SF,SG,196,97,3,3,Villanova,238,1,75,78,60,68,63,61,50,77,2562,88,64,77,75,84,60,81,83,44,69,90,95,82,85,25,70,39,58,42,69,95,73,77,79,75,35,46,72,49,51,77,70,70,65,42,79,Current
Nicolo Melli,75,Italy,New Orleans Pelicans,Stretch Four,PF,C,206,106,20,1,Italy,241,1,82,64,56,48,53,55,85,76,2319,80,85,80,73,95,80,55,54,63,59,80,70,68,62,60,50,49,54,52,52,70,42,60,47,49,40,62,40,46,57,57,60,58,40,47,62,Current
E’Twaun Moore,73,United States,New Orleans Pelicans,3PT Specialist,SG,SF,191,86,55,9,Purdue,324,1,78,75,53,67,52,46,75,75,2407,85,65,81,67,92,80,70,76,54,78,80,82,83,73,25,55,40,57,47,44,79,75,76,70,70,42,43,62,42,47,69,51,65,40,41,51,Current
Darius Miller,72,United States,New Orleans Pelicans,Sharpshooter,SF,PF,198,101,21,8,Kentucky,386,1,76,72,51,55,51,35,55,73,2249,84,83,80,79,82,50,65,69,58,85,81,68,81,75,40,50,35,51,45,29,80,52,68,60,54,41,48,61,38,51,67,57,44,40,29,41,Current
Nickeil Alexander-Walker,71,Canada,New Orleans Pelicans,Playmaker,SG,PG,196,92,0,1,Virginia Tech,397,1,63,75,61,75,61,49,40,79,2467,53,74,78,57,65,50,72,75,60,70,90,75,80,70,40,60,54,58,64,54,88,75,81,72,76,70,52,75,37,51,76,70,74,55,33,64,Current
Kenrich Williams,71,United States,New Orleans Pelicans,Prospect,PF,SF,198,95,34,2,TCU,415,1,62,72,59,58,59,63,97,74,2397,53,45,66,38,97,70,62,60,63,72,80,85,80,74,40,65,40,52,54,55,90,64,69,56,65,35,62,63,43,62,75,60,60,45,57,69,Current
Frank Jackson,71,United States,New Orleans Pelicans,3-Level Scorer,PG,SG,191,92,15,3,Duke,423,1,76,79,49,66,50,43,70,73,2354,85,74,76,75,84,60,86,87,41,95,85,81,81,76,35,65,30,38,26,44,76,70,77,85,60,36,25,62,38,37,70,60,60,45,40,46,Current
Sindarius Thornwell,71,United States,New Orleans Pelicans,Mid-Range Finisher,SF,SG,196,97,3,3,-,424,1,69,72,50,58,60,45,66,73,2315,68,75,69,74,65,60,66,67,69,72,85,65,83,75,40,45,30,45,48,45,69,65,70,60,62,33,54,70,63,57,74,68,40,55,33,57,Current
Zylan Cheatham,67,United States,New Orleans Pelicans,Interior Finisher,PF,SF,196,99,45,1,Arizona State,542,1,60,70,65,50,51,68,30,70,2265,67,68,69,65,50,40,60,59,69,74,80,65,81,72,75,75,58,54,57,50,79,54,59,49,56,34,61,52,40,67,52,60,44,35,66,69,Current
Josh Gray,67,United States,New Orleans Pelicans,3PT Specialist,PG,-,183,81,5,2,LSU,544,1,62,75,41,75,46,30,50,69,2152,57,74,80,73,57,30,81,83,40,81,80,85,78,72,25,25,25,40,25,37,80,75,78,86,71,66,25,50,64,27,65,52,57,30,25,34,Current
Mitchell Robinson,81,United States,New York Knicks,Glass-Cleaning Lockdown,C,-,213,108,23,2,Chalmette HS (LA),74,823,68,69,69,43,72,80,85,84,2565,72,68,32,57,98,80,48,25,65,83,85,95,80,79,90,80,65,52,50,58,80,70,40,25,54,28,83,49,53,95,65,87,65,80,88,72,Current
Julius Randle,80,United States,New York Knicks,Slashing Four,PF,C,203,113,30,6,Kentucky,92,867,79,80,81,66,57,74,50,81,2745,85,76,69,73,85,85,73,76,87,69,85,85,84,88,85,80,79,60,84,74,95,55,72,68,74,62,67,53,40,50,67,69,52,60,62,86,Current
Taj Gibson,77,United States,New York Knicks,Mid-Range Finisher,C,-,206,104,67,1,Southern California,156,1,81,69,73,38,62,72,90,78,2550,89,82,69,73,95,80,49,46,83,58,70,95,83,65,75,65,81,80,79,60,77,33,35,32,54,34,69,58,41,67,57,78,62,65,76,67,Current
Bobby Portis,77,United States,New York Knicks,Interior Finisher,PF,C,208,113,1,5,Arkansas,164,1,85,72,75,48,58,66,30,78,2555,90,76,79,76,94,95,54,55,75,64,80,90,84,68,70,70,78,79,82,69,85,55,52,39,52,42,78,40,38,51,50,75,65,65,55,77,Current
Elfrid Payton,77,United States,New York Knicks,Playmaker,PG,-,191,83,6,6,Louisiana,167,1,70,78,50,82,68,54,85,77,2588,82,75,55,57,82,70,76,83,58,77,80,88,83,77,25,50,25,32,25,69,95,83,86,75,81,85,25,79,83,52,79,70,82,75,46,61,Current
R.J. Barrett,75,Canada,New York Knicks,Offense Initiator,SG,SF,198,95,9,1,Duke,219,1,69,80,68,72,58,52,80,86,2603,56,57,75,61,77,85,84,85,54,82,95,80,80,77,45,80,52,55,79,68,85,75,81,82,74,49,58,69,46,47,77,64,55,45,40,63,Current
Frank Ntilikina,73,France,New York Knicks,2-Way Tempo Pusher,PG,SG,193,90,11,3,France,318,1,71,74,48,78,67,41,50,76,2463,59,79,75,86,75,50,80,82,47,70,81,80,80,65,30,45,32,48,40,39,85,77,86,80,77,70,35,82,66,52,82,80,70,70,35,47,Current
Kevin Knox II,72,United States,New York Knicks,Floor-Spacing Slasher,SF,PF,201,97,20,2,Kentucky,345,1,60,78,64,60,59,50,70,80,2438,55,66,76,65,55,40,75,75,70,80,90,73,82,67,65,75,59,52,68,49,78,59,75,72,60,34,57,69,37,62,72,68,69,40,37,62,Current
Dennis Smith Jr.,72,United States,New York Knicks,Offense Initiator,PG,-,188,88,5,3,North Carolina State,358,1,55,76,53,79,60,50,70,76,2405,63,37,72,51,64,40,86,87,54,91,88,45,80,76,25,85,30,31,38,60,80,76,86,85,75,73,25,66,76,53,77,65,75,45,45,54,Current
Wayne Ellington,72,United States,New York Knicks,Inside-Out Scorer,SG,-,193,90,2,1,UNC,365,1,77,71,52,65,47,42,75,75,2308,72,71,78,80,96,65,70,71,64,78,80,52,80,70,35,50,30,60,35,49,84,75,70,64,75,42,38,60,38,42,70,42,49,40,28,55,Current
Damyean Dotson,72,United States,New York Knicks,Sharpshooter,SG,SF,196,95,21,3,Houston,366,1,72,73,52,61,52,41,75,75,2306,44,82,80,68,85,70,86,86,33,79,80,64,80,73,40,60,31,46,40,44,80,60,71,74,62,40,33,66,41,37,72,64,58,45,31,51,Current
Reggie Bullock,72,United States,New York Knicks,Mid-Range Specialist,SG,SF,198,92,25,7,North Carolina,368,1,77,69,50,62,52,41,70,75,2291,67,82,76,84,85,65,63,67,50,72,80,70,80,71,40,50,30,51,42,50,66,75,71,56,72,37,50,56,53,35,65,63,50,40,35,47,Current
Maurice Harkless,72,United States,New York Knicks,Inside-Out Scorer,SF,PF,201,99,3,8,St. John's,382,1,62,75,57,54,68,52,40,74,2384,69,58,78,59,70,40,72,76,45,82,85,79,85,78,55,82,40,42,40,37,85,65,63,61,48,32,60,76,56,60,76,78,64,70,45,59,Current
Ignas Brazdeikis,70,Lithuania  /  Canada,New York Knicks,3-Level Scorer,SF,PF,198,99,17,1,Michigan,439,1,73,70,48,60,51,56,55,78,2258,74,74,76,77,95,40,62,64,48,75,80,80,80,70,30,65,38,37,30,44,68,61,70,60,60,51,57,59,38,58,68,50,44,30,49,63,Current
Theo Pinson,69,United States,New York Knicks,Finisher,SG,PG,196,98,1,2,North Carolina,483,1,58,72,55,61,65,47,70,72,2347,70,64,55,86,50,25,73,77,40,80,80,75,81,75,45,75,35,38,38,55,75,50,70,67,45,71,60,71,66,47,75,69,68,60,39,55,Current
Kenny Wooten,69,United States,New York Knicks,Interior Finisher,PF,-,203,106,45,0,Oregon,491,1,53,73,64,46,64,69,30,70,2326,65,62,39,60,50,40,65,62,50,93,80,85,79,60,90,80,52,54,64,40,74,38,60,49,55,30,68,54,54,86,59,79,68,45,69,68,Current
Jared Harper,67,United States,New York Knicks,Shot Creator,PG,-,178,79,12,1,Auburn,538,1,65,80,50,75,50,39,40,71,2306,68,72,77,83,55,35,93,93,60,91,75,65,80,66,25,25,53,62,44,44,80,70,79,91,70,63,40,61,59,56,73,45,35,30,33,44,Current
Chris Paul,88,United States,Oklahoma City Thunder,All-Around 2-Way,PG,-,183,79,3,5,Wake Forest,20,411,90,77,56,87,78,48,60,92,2829,96,98,81,90,90,85,80,80,62,75,88,75,77,85,25,27,40,55,70,55,90,95,92,80,88,78,61,90,73,35,90,90,95,90,31,65,Current
Shai Gilgeous-Alexander,84,Canada,Oklahoma City Thunder,Mid-Range Slasher,SG,PG,196,81,2,2,Kentucky,46,690,88,79,68,78,66,51,70,89,2810,87,93,78,80,95,95,82,82,60,83,94,75,80,84,40,75,50,73,72,69,80,83,87,82,80,59,51,78,43,56,82,75,76,70,36,66,Current
Danilo Gallinari,83,Italy,Oklahoma City Thunder,Stretch Four,PF,SF,208,101,8,2,Italy,62,769,87,72,75,63,58,52,65,83,2654,74,81,84,89,98,98,60,60,66,66,95,85,75,84,45,75,66,72,91,88,76,72,76,60,65,41,69,56,40,30,68,70,62,65,36,68,Current
Steven Adams,82,New Zealand,Oklahoma City Thunder,Paint Beast,C,-,211,119,12,7,Pittsburgh,71,799,63,72,75,51,72,87,25,83,2597,85,68,26,59,70,70,48,37,81,68,93,97,82,74,85,70,79,62,82,65,79,69,35,33,68,52,87,55,46,74,63,90,78,85,90,84,Current
Dennis Schroder,80,Germany,Oklahoma City Thunder,Offensive Threat,PG,SG,185,77,17,7,Germany,95,872,86,79,50,83,57,42,55,80,2560,88,86,82,84,78,98,84,88,46,74,93,90,80,80,25,45,25,38,27,71,85,88,86,84,89,70,34,73,37,40,74,72,67,60,30,54,Current
Nerlens Noel,76,United States,Oklahoma City Thunder,Finisher,C,-,208,99,9,7,Kentucky,186,1,70,74,71,40,73,72,65,78,2576,82,69,30,77,85,75,66,63,60,74,84,94,76,72,90,75,62,62,64,67,79,32,46,27,60,34,76,45,83,91,62,78,89,60,68,76,Current
Luguentz Dort,74,Canada,Oklahoma City Thunder,Floor-Spacing Slasher,SG,SF,191,97,5,1,Arizona State,265,1,71,81,57,60,69,40,50,78,2501,71,67,72,70,75,70,79,78,68,87,80,94,80,79,50,85,40,38,44,44,72,62,72,76,62,29,52,80,73,32,80,75,78,80,38,41,Current
Darius Bazley,73,United States,Oklahoma City Thunder,3-Level Scorer,PF,-,203,94,7,1,Princeton HS (OH),298,1,67,74,62,53,55,58,98,83,2419,68,74,76,68,60,55,73,75,50,82,80,75,80,72,50,80,59,54,50,54,80,50,69,70,47,29,55,56,38,72,67,60,59,35,38,78,Current
Mike Muscala,73,United States,Oklahoma City Thunder,3-Level Scorer,C,PF,208,108,33,7,Bucknell,312,1,84,65,63,48,54,55,75,76,2396,89,80,79,82,95,80,43,37,76,58,79,80,79,58,75,60,68,64,66,49,64,60,42,40,60,39,68,53,35,58,54,67,54,45,40,69,Current
Andre Roberson,72,United States,Oklahoma City Thunder,Finisher,SG,SF,201,95,21,7,Colorado,357,1,47,76,61,63,75,59,75,76,2486,40,54,50,32,75,30,68,67,69,72,82,95,82,72,55,77,52,52,51,42,85,75,70,66,74,31,74,79,66,71,79,78,77,75,63,55,Current
Terrance Ferguson,71,United States,Oklahoma City Thunder,Inside-Out Scorer,SF,SG,198,86,23,3,Advanced Prep International (TX),403,1,68,71,61,59,62,36,70,76,2401,41,51,72,73,98,75,68,67,40,85,86,70,82,78,50,89,58,44,45,30,95,65,70,67,62,30,50,75,38,51,78,67,68,65,36,36,Current
Abdel Nader,71,Egypt,Oklahoma City Thunder,3PT Specialist,SF,PF,196,101,11,4,Iowa State,421,1,78,74,55,52,51,44,35,74,2287,80,70,81,77,88,70,72,74,52,79,80,75,87,74,40,70,35,38,30,65,85,48,69,63,49,32,42,62,41,52,72,59,40,40,35,52,Current
Hamidou Diallo,70,United States,Oklahoma City Thunder,Slasher,SG,SF,196,89,6,2,Kentucky,437,1,56,79,55,62,59,55,40,79,2336,52,70,50,62,70,30,86,87,52,97,75,75,81,84,45,93,31,29,38,45,75,66,75,79,62,29,40,65,59,50,77,60,78,40,48,62,Current
Isaiah Roby,70,United States,Oklahoma City Thunder,Stretch Four,PF,SF,203,104,22,1,Nebraska,440,1,65,71,61,46,57,55,80,76,2334,66,70,73,68,65,50,74,72,50,79,80,65,80,68,70,70,50,51,50,45,85,48,55,50,47,31,62,60,46,56,63,60,60,50,47,62,Current
Deonte Burton,70,United States,Oklahoma City Thunder,Slasher,SF,SG,193,110,30,2,Iowa State,446,1,66,77,59,62,58,51,35,76,2389,69,70,60,74,70,55,76,78,64,85,80,75,80,73,40,75,49,51,58,45,80,64,72,74,68,31,58,65,36,70,73,59,60,40,36,65,Current
Kevin Hervey,69,United States,Oklahoma City Thunder,Inside-Out Scorer,PF,-,206,104,15,2,Texas-Arlington,494,1,61,74,63,50,56,64,50,69,2335,72,68,70,66,50,40,64,62,75,78,80,79,83,68,75,75,65,49,66,34,70,49,55,52,57,37,68,54,52,54,65,60,62,35,57,70,Current
Devon Hall,67,United States,Oklahoma City Thunder,Shot Creator,SG,SF,188,97,22,2,Virginia,530,1,66,70,50,62,53,37,50,75,2219,66,74,75,75,60,45,70,69,46,74,80,70,80,70,25,65,34,40,40,48,78,62,71,64,60,54,35,62,50,47,71,64,62,35,32,41,Current
Nikola Vucevic,86,Switzerland,Orlando Magic,Mid-Range Finisher,C,-,211,117,9,9,Southern California,35,574,87,72,83,55,57,84,98,86,2773,92,81,77,78,98,98,62,46,89,45,95,92,77,78,85,65,87,82,85,86,98,54,35,32,82,70,73,41,41,63,49,74,57,55,76,91,Current
Jonathan Isaac,82,United States,Orlando Magic,2-Way Mid-Range Shooter,SF,PF,211,95,1,3,Florida State,64,785,63,78,65,59,86,65,25,86,2662,61,83,76,77,50,30,73,76,70,80,90,90,67,67,60,82,62,68,75,35,68,65,76,66,55,33,80,86,83,93,86,88,85,85,56,74,Current
Aaron Gordon,80,United States,Orlando Magic,Interior Finisher,PF,SF,203,99,0,6,Arizona,93,868,76,82,81,64,70,64,45,81,2803,76,55,73,68,97,85,71,67,72,92,95,90,84,85,95,95,58,60,84,74,95,65,62,66,60,65,78,80,41,56,80,78,68,80,52,75,Current
