name,overallAttribute,closeShot,midRangeShot,threePointShot,freeThrow,shotIQ,offensiveConsistency,layup,standingDunk,drivingDunk,postHook,postFade,postControl,drawFoul,hands,interiorDefense,perimeterDefense,steal,block,lateralQuickness,helpDefenseIQ,passPerception,defensiveConsistency,speed,acceleration,strength,vertical,stamina,hustle,overallDurability,passAccuracy,ballHandle,speedWithBall,passIQ,passVision,offensiveRebound,defensiveRebound
Troy Brown Jr.,72.0,77,69,79,71,75,60,70,30,70,54,59,54,65,80,48,72,49,35,78,72,71,55,70,71,58,69,85,80,81,75,77,61,75,35,46,68
Ty Jerome,72.0,93,87,71,83,80,65,79,40,45,38,37,40,65,80,40,66,53,40,73,65,68,50,69,69,56,62,85,85,80,84,86,68,84,70,36,44
TyTy Washington,71.0,70,77,78,75,70,50,76,25,75,25,38,26,45,80,55,66,70,40,76,62,70,40,80,80,54,79,95,85,80,68,86,80,69,61,49,62
Tyler Dorsey,68.0,52,75,79,76,75,65,70,30,40,28,34,42,54,85,44,55,56,37,66,50,60,30,78,78,37,75,85,80,80,64,68,74,55,38,34,66
Tyler Hall,66.0,67,73,79,83,60,50,68,40,60,41,42,45,41,70,45,59,33,62,69,50,55,40,68,68,49,69,80,72,80,61,64,65,59,51,28,53
Tyler Herro,84.0,84,83,83,88,98,98,89,30,60,37,55,48,84,95,46,69,37,35,70,65,60,50,79,78,59,72,85,75,80,79,83,74,84,70,33,64
Tyrese Haliburton,84.0,88,92,84,76,98,95,84,40,65,42,49,40,66,95,60,74,73,56,74,74,73,65,81,81,59,70,88,85,80,87,86,81,87,79,37,50
Tyrese Maxey,85.0,87,81,85,87,98,98,89,25,55,45,60,47,88,95,52,79,47,51,83,69,68,65,89,89,44,80,95,95,77,84,86,87,86,74,30,47
Tyus Jones,77.0,89,83,83,88,97,95,82,25,30,28,40,35,74,78,30,67,59,27,70,60,80,50,71,71,34,57,92,87,84,84,82,69,82,74,30,52
Udoka Azubuike,72.0,64,34,25,44,40,25,70,85,75,44,45,48,40,35,76,44,28,85,51,74,54,55,72,70,80,93,79,75,83,25,35,44,34,25,72,89
Udonis Haslem,70.0,82,66,47,75,64,35,52,55,61,62,68,60,56,64,74,55,64,40,48,70,66,60,54,33,73,60,78,90,76,29,35,31,64,29,57,80
Usman Garuba,73.0,58,59,65,60,65,40,79,60,70,48,44,48,60,92,70,70,59,80,75,72,69,70,68,68,70,69,85,90,80,60,66,60,67,38,68,84
Vernon Carey Jr.,73.0,84,73,63,74,92,65,57,80,70,69,62,67,78,68,66,36,30,81,44,62,52,45,49,49,83,72,82,80,85,39,44,37,52,27,52,76
Victor Oladipo,78.0,77,72,81,75,75,65,75,35,85,41,53,40,50,84,58,84,42,40,84,82,78,80,81,81,66,88,85,85,83,75,82,80,80,73,35,57
Vince Williams Jr.,69.0,68,71,78,78,60,40,69,35,70,41,53,39,44,76,35,64,68,35,71,55,68,45,68,68,52,70,87,65,80,69,70,60,65,31,48,58
Vit Krejci,70.0,70,64,75,54,50,40,72,45,70,35,38,38,55,75,50,60,41,51,71,59,58,40,75,75,40,76,80,75,80,69,70,70,70,44,37,56
Vlatko Cancar,71.0,68,74,70,84,65,50,70,45,65,42,44,45,45,80,48,52,32,55,63,52,40,40,60,60,63,70,80,65,87,52,64,54,54,50,51,61
Walker Kessler,71.0,70,68,66,60,60,65,69,75,70,69,66,69,44,80,70,60,60,83,42,70,48,55,37,37,69,60,88,80,80,42,44,35,48,35,66,69
Wendell Carter Jr.,83.0,87,96,75,71,95,75,78,80,75,82,82,81,79,85,78,47,36,61,50,80,70,70,68,55,82,68,85,90,81,56,50,47,70,61,64,91
Wendell Moore Jr.,71.0,66,70,76,81,70,45,71,50,80,52,52,52,52,72,66,72,70,39,82,70,72,60,70,70,58,83,85,90,80,57,67,68,54,44,37,49
Wenyen Gabriel,71.0,63,62,70,63,50,45,70,75,75,52,38,46,44,70,69,59,33,67,62,70,54,55,66,64,69,75,80,85,81,55,60,58,59,31,79,68
Wesley Matthews,72.0,77,68,77,86,70,30,78,45,50,63,65,65,45,85,38,78,38,45,79,75,79,70,70,75,55,70,85,80,84,72,75,68,77,29,41,41
Will Barton,77.0,83,72,80,73,95,90,85,40,83,32,59,45,74,82,33,80,40,51,81,80,65,75,75,75,54,74,82,85,80,75,79,73,77,66,36,61
Willie Cauley-Stein,73.0,69,37,49,63,85,70,75,85,70,79,55,65,73,84,76,51,40,72,65,78,62,65,70,64,77,75,85,88,84,68,35,32,75,33,58,70
Willy Hernangomez,74.0,79,74,60,71,60,65,54,75,65,70,64,72,62,48,70,41,40,62,48,66,61,50,44,46,74,49,80,90,80,30,35,31,40,44,92,87
Xavier Moon,67.0,70,70,78,89,55,50,74,25,40,27,34,32,47,69,30,50,76,40,64,44,37,30,73,73,44,70,85,75,80,66,73,70,65,73,30,47
Xavier Sneed,68.0,67,66,73,76,60,35,72,60,70,44,55,52,60,68,52,68,66,35,70,62,53,50,81,63,40,98,80,59,83,62,68,65,49,44,36,52
Xavier Tillman,75.0,89,63,57,60,80,80,76,75,65,67,66,66,46,95,78,66,89,58,67,80,84,75,46,44,72,69,82,94,80,62,61,37,68,43,68,62
Yuta Watanabe,72.0,78,60,77,82,75,60,60,40,60,40,43,45,55,85,58,63,40,74,71,66,65,60,67,67,60,74,80,85,80,60,69,65,63,32,46,73
Zach Collins,74.0,74,50,77,75,65,40,70,70,65,72,70,70,50,75,68,45,40,77,57,70,65,50,66,65,60,79,78,80,80,30,40,38,30,61,68,82
Zach LaVine,88.0,94,82,84,85,98,98,95,60,95,59,59,59,96,98,62,69,62,59,75,68,69,65,84,84,49,97,98,85,83,79,88,81,88,74,49,60
Zeke Nnaji,76.0,67,76,85,70,78,75,77,80,70,69,67,67,69,77,69,54,38,56,57,57,42,45,77,77,70,82,80,89,83,33,37,52,42,28,68,61
Ziaire Williams,74.0,86,83,74,71,70,45,82,65,80,48,44,58,55,75,60,73,40,45,77,70,71,65,87,87,40,82,90,88,80,50,79,82,54,32,35,45
Zion Williamson,87.0,92,70,70,70,65,85,98,95,97,84,75,89,82,70,59,55,41,57,76,64,70,40,86,86,90,99,83,80,60,65,78,74,72,69,67,78
